name,pantheon,url,title,alternatives
Inara,Hittite mythology,https://www.godchecker.com/hittite-mythology/INARA/,Protector Goddess of all Wild Animals,Inaras
Kulitta,Hittite mythology,https://www.godchecker.com/hittite-mythology/KULITTA/,Hittite Goddess of Music,nan
Kumarbi,Hittite mythology,https://www.godchecker.com/hittite-mythology/KUMARBI/,Creator God,nan
Kurunta,Hittite mythology,https://www.godchecker.com/hittite-mythology/KURUNTA/,God of Hunting,nan
Lelwani,Hittite mythology,https://www.godchecker.com/hittite-mythology/LELWANI/,Hittite God of Doom and Gloom,nan
Talapinu,Hittite mythology,https://www.godchecker.com/hittite-mythology/TELEPINU/,A rather incompetent God of Farming and Agriculture,"Telepinu, Telipinu, Telepinus, Talipinu"
Taru,Hittite mythology,https://www.godchecker.com/hittite-mythology/TARU/,God of Weather and Agriculture,nan
Teshub,Hittite mythology,https://www.godchecker.com/hittite-mythology/TESHUB/,"Sorry, another Storm God",nan
Ubelluris,Hittite mythology,https://www.godchecker.com/hittite-mythology/UBELLURIS/,God of Heavy Lifting,nan
Aasgard,Norse mythology,https://www.godchecker.com/norse-mythology/ASGARD/,Famous Norse HQ where the Aesir Gods hang out,"Godheim, Æsgard, Åsgard, Asgård, Ásgarðr, Asgard, Goðheimr, Asgaard, Asgardr, Goðheimar"
Aegir,Norse mythology,https://www.godchecker.com/norse-mythology/AEGIR/,God of the Sea,Ægir
Aesir,Norse mythology,https://www.godchecker.com/norse-mythology/AESIR/,The Norse Top Gods,Æsir
Alfheim,Norse mythology,https://www.godchecker.com/norse-mythology/ALFHEIM/,The land of the Light Elves,"Alfheimr, Álfheimr"
Amleth,Norse mythology,https://www.godchecker.com/norse-mythology/AMLETH/,The original Prince of Denmark,"Amlóða, Amlethus, Amlóði, Hamlet"
Amma (2),Norse mythology,https://www.godchecker.com/norse-mythology/AMMA-2/,Grandmother of the Churls,nan
Andhrimnir,Norse mythology,https://www.godchecker.com/norse-mythology/ANDHRIMNIR/,God of Cooking with a very limited set menu,nan
Andvari,Norse mythology,https://www.godchecker.com/norse-mythology/ANDVARI/,A Dwarf with a magic ring,nan
Angerbda,Norse mythology,https://www.godchecker.com/norse-mythology/ANGRBODA/,Loki's giant mistress,Angrboda
Asabru,Norse mythology,https://www.godchecker.com/norse-mythology/BIFROST/,The Rainbow Bridge,"Asbru, Bifrost, Bilfrost, Rainbow-Bridge"
Ask,Norse mythology,https://www.godchecker.com/norse-mythology/ASK/,"The first couple, made from dead trees",Askr
Astrild,Norse mythology,https://www.godchecker.com/norse-mythology/ASTRILD/,God of Poetic License,nan
Audhumbla,Norse mythology,https://www.godchecker.com/norse-mythology/AUDHUMLA/,Primordial Cow Goddess of Ice Cream,"Audhumla, Auðumla, Auðumbla, Authumla"
Aurgelmir,Norse mythology,https://www.godchecker.com/norse-mythology/YMIR/,Primordial Frost Giant who was recycled into planet earth,Ymir
Aurvandil,Norse mythology,https://www.godchecker.com/norse-mythology/AURVANDIL/,Obscure demi-semi-God with claims to literary stardom,Aurvandill
Balder,Norse mythology,https://www.godchecker.com/norse-mythology/BALDER/,The un-indestructible God of Goodness and Peace,"Baldr, Baldur"
Besla,Norse mythology,https://www.godchecker.com/norse-mythology/BESTLA/,Frosty Giantess of the Frost Giants and Mother of the Gods,Bestla
Beyla,Norse mythology,https://www.godchecker.com/norse-mythology/BEYLA/,Wife of Byggvir,nan
Billow Maidens,Norse mythology,https://www.godchecker.com/norse-mythology/WAVE-MAIDENS/,Lovely waving ladies of the waves,Wave Maidens
Biort,Norse mythology,https://www.godchecker.com/norse-mythology/BJORT/,Possibly a Goddess of Sunlight ,Bjort
Blid,Norse mythology,https://www.godchecker.com/norse-mythology/BLID/,Freya's gentle handmaiden,Blith
Bor,Norse mythology,https://www.godchecker.com/norse-mythology/BOR/,The definitive Norse Godfather,"Bur, Borr"
Brage,Norse mythology,https://www.godchecker.com/norse-mythology/BRAGI/,Eloquent God of Poetry,Bragi
Brono,Norse mythology,https://www.godchecker.com/norse-mythology/BRONO/,Not a Norse God of Daylight,nan
Brunhild,Norse mythology,https://www.godchecker.com/norse-mythology/BRUNHILD/,The most beautiful of the Valkyries,"Brynhildr, Brunhilt, Brunhilde, Brunnhilde, Brynhild"
Buri,Norse mythology,https://www.godchecker.com/norse-mythology/BURI/,The very first Norse God,Búri
Byggvir,Norse mythology,https://www.godchecker.com/norse-mythology/BYGGVIR/,The God of Barley,nan
Bylgia,Norse mythology,https://www.godchecker.com/norse-mythology/BYLGJA/,Maiden of the Waves,Bylgja
Disir,Norse mythology,https://www.godchecker.com/norse-mythology/DISIR/,Protective female spirits of Fate and Fertility,Dísir
Donar,Norse mythology,https://www.godchecker.com/norse-mythology/THOR/,Hammer-throwing macho God of Thunder and Thursdays,"Þórr, Thunor, Thor, Þunor"
Drofn,Norse mythology,https://www.godchecker.com/norse-mythology/DROFN/,Billowing Wave Maiden,Dröfn
Eir,Norse mythology,https://www.godchecker.com/norse-mythology/EIR/,Ladies-only Goddess of Herbal Healing,nan
Elder Mother,Norse mythology,https://www.godchecker.com/norse-mythology/HYLDEMOER/,Spirit of the Elder Tree,"Hyldequinde, Elder Woman, Hyldemoer"
Elli,Norse mythology,https://www.godchecker.com/norse-mythology/ELLI/,Goddess of Old Age,nan
Embla,Norse mythology,https://www.godchecker.com/norse-mythology/EMBLA/,"A primordial elm tree, turned into the first human by Odin",nan
Fafnir,Norse mythology,https://www.godchecker.com/norse-mythology/FAFNIR/,Greedy shape-shunting wizard who hoarded a hoard,nan
Fenric,Norse mythology,https://www.godchecker.com/norse-mythology/FENRIR/,Ferocious wolf monster chained up until the end of the world,"Fenris, Fenrisulfr, Fenrir"
Fjorgyn,Norse mythology,https://www.godchecker.com/norse-mythology/JORD/,Ancient Goddess of the Wilderness and Primitive Earth,"Jord, Jörth, Jörð, Hlodyn"
Forseti,Norse mythology,https://www.godchecker.com/norse-mythology/FORSETI/,God of Justice and Order,nan
Frey,Norse mythology,https://www.godchecker.com/norse-mythology/FREYR/,"Popular God of Peace, Prosperity and Plenty","Yngvi-Freyr, Yngvi, Freyr, Fricco"
Freya,Norse mythology,https://www.godchecker.com/norse-mythology/FREYA/,"Goddess of Love, Fertility and Sexual Desire",Freyja
Frigg,Norse mythology,https://www.godchecker.com/norse-mythology/FRIGG/,Top Norse Goddess of Marriage and Motherhood,Frigga
Frost Giants,Norse mythology,https://www.godchecker.com/norse-mythology/FROST-GIANTS/,A race of monstrous creatures who started out as icicles and became a dominant Norse force,"Jotnar, Jötunn, Ice Giants"
Fulla,Norse mythology,https://www.godchecker.com/norse-mythology/FULLA/,Helpful divine maid,nan
Gangleri,Norse mythology,https://www.godchecker.com/norse-mythology/ODIN/,All-knowing Allfather of the Gods and Lord of Asgard,"Othinn, Valtam, Vak, Odinn, Odin"
Garm,Norse mythology,https://www.godchecker.com/norse-mythology/GARM/, Hel's Hell Hound of Helheim,nan
Gefion,Norse mythology,https://www.godchecker.com/norse-mythology/GEFION/,Goddess of Plants and Fertility,"Gefjon, Gefiun, Gefjun"
Geirölul,Norse mythology,https://www.godchecker.com/norse-mythology/GEIRONUL/,A valkyrie,"Geironul, Geirrönul, Geirönul"
Geirrod,Norse mythology,https://www.godchecker.com/norse-mythology/GEIRROD/,Frost Giant who tried to clobber Thor,nan
Geirskogul,Norse mythology,https://www.godchecker.com/norse-mythology/GEIRSKOGUL/,Known as Spear-shaker,"Geirskokul, Geirskögul"
Gerd,Norse mythology,https://www.godchecker.com/norse-mythology/GERD/,Stunningly beautiful Earth Goddess of Sex and Fertility,"Gerth, Gerdhr, Gerda"
Gersemi,Norse mythology,https://www.godchecker.com/norse-mythology/GERSEMI/,Treasured Beautiful Goddess,nan
Gertrude,Norse mythology,https://www.godchecker.com/norse-mythology/GERUTHA/,"Hamlet's mom. Yes, really",Gerutha
Ginnungagap,Norse mythology,https://www.godchecker.com/norse-mythology/GINNUNGAGAP/,The chaotic primordial void of Norse cosmology,nan
Gjalp,Norse mythology,https://www.godchecker.com/norse-mythology/GJALP/,Gruesome Frost Giantette ,nan
Gladsheim,Norse mythology,https://www.godchecker.com/norse-mythology/GLADSHEIM/,The Hall of the Gods,Gladsheimr
Glut,Norse mythology,https://www.godchecker.com/norse-mythology/GLUT/,Not the secret wife of Loki,nan
Goll,Norse mythology,https://www.godchecker.com/norse-mythology/GOLL/,A Valkyrie,Göll
Gondul,Norse mythology,https://www.godchecker.com/norse-mythology/GONDUL/,A Valkyrie,nan
Gotterdammerung,Norse mythology,https://www.godchecker.com/norse-mythology/RAGNAROK/,The End of the World and Doom of the Gods,"Ragnarok, Ragnarök, Ragnorak, Ragnarøkr"
Greip,Norse mythology,https://www.godchecker.com/norse-mythology/GREIP/,Another gruesome Frost Giantette,nan
Grid,Norse mythology,https://www.godchecker.com/norse-mythology/GRID/,Thor's giant ex-girlfriend,nan
Groa,Norse mythology,https://www.godchecker.com/norse-mythology/GROA/,Almost totally useless oracle. Sorry,nan
Guðr,Norse mythology,https://www.godchecker.com/norse-mythology/GUNNR/,A Valkyrie of War,"Guinn, Gunn, Gunnr"
Gullintani,Norse mythology,https://www.godchecker.com/norse-mythology/HEIMDALL/,"Sentinel God of Light, Security and Surveillance","Heimdall, Heimdallr"
Gullveig,Norse mythology,https://www.godchecker.com/norse-mythology/GULLVEIG/,Gold-obsessed Giantess,"Heid, Heiðr, Gullweig"
Gunlod,Norse mythology,https://www.godchecker.com/norse-mythology/GUNNLOD/,Giant girl left holding the beer,"Gunnlod, Gunnlöð, Gunnlöd"
Guthorm,Norse mythology,https://www.godchecker.com/norse-mythology/GUTTORM/,Legendary baddie of the Völsung Saga,"Guttormr, Guttorm"
Hár,Norse mythology,https://www.godchecker.com/norse-mythology/HAR/,A strange sage who sits on high,"Harr, Har"
Hardgreip,Norse mythology,https://www.godchecker.com/norse-mythology/HARTHGREPA/,Giant Lady Bodyguard In Huge Hand Murder Mystery,"Harðgreip, Harðgreipr, Harthgrepa, Hardgrep"
Hati,Norse mythology,https://www.godchecker.com/norse-mythology/HATI/,Wolf demon waiting for his apocalyptic night-time treat,nan
Havamal,Norse mythology,https://www.godchecker.com/norse-mythology/HAVAMAL/,Odin reveals all in candid autobiography shocker,"Poetic-Edda, Hávamál"
Heidrun,Norse mythology,https://www.godchecker.com/norse-mythology/HEIDRUN/,The magical goat of Valhalla,nan
Hel,Norse mythology,https://www.godchecker.com/norse-mythology/HEL/,Underworld Ice Queen and Goddess of the Inglorious Dead,"Hell, Hela"
Helgardh,Norse mythology,https://www.godchecker.com/norse-mythology/HELHEIM/,Underground Nordic land of the deep-frozen dead,"Helheimr, Niflhel, Helheim"
Herfjoturr,Norse mythology,https://www.godchecker.com/norse-mythology/HERFJOTURR/,A Valkyrie with a magic chain,nan
Hermod,Norse mythology,https://www.godchecker.com/norse-mythology/HERMOD/,Nimble-footed Messenger of the Gods,"Hermóðr, Hermoth"
Hild,Norse mythology,https://www.godchecker.com/norse-mythology/HILD/,A Valkyrie,"Hildr, Hilde, Hildur"
Hladgunnr,Norse mythology,https://www.godchecker.com/norse-mythology/HLADGUNNR/,A Valkyrie,Hlaðguðr
Hlin,Norse mythology,https://www.godchecker.com/norse-mythology/HLIN/,Nordic Goddess of Consolation,nan
Hlökk,Norse mythology,https://www.godchecker.com/norse-mythology/HLOKK/,A Valkyrie,Hlokk
Hnoss,Norse mythology,https://www.godchecker.com/norse-mythology/HNOSS/,Goddess of Sensuality and Infatuation,Hnossa
Höd,Norse mythology,https://www.godchecker.com/norse-mythology/HODER/,The blind God of Darkness,"Hod, Hoder, Hodur, Höðr"
Hoenir,Norse mythology,https://www.godchecker.com/norse-mythology/HONIR/,God of Indecision and Avoidance. Or is he? No. Yes,"Hohnir, Honir"
Hraesvelg,Norse mythology,https://www.godchecker.com/norse-mythology/HRAESVELG/,The giant Ice Mountain Eagle,Hræsvelg
Hreidmar,Norse mythology,https://www.godchecker.com/norse-mythology/HREIDMAR/,Farmer and Magician doomed by a curse,nan
Hrim,Norse mythology,https://www.godchecker.com/norse-mythology/HRYM/,Doomsday-prepping Frost Giant needs YOUR toenails,"Hrimnir, Hrym"
Hrist,Norse mythology,https://www.godchecker.com/norse-mythology/HRIST/,A Valkyrie known as the Shaker,nan
Hrungnir,Norse mythology,https://www.godchecker.com/norse-mythology/HRUNGNIR/,A particularly annoying Giant,nan
Hulder,Norse mythology,https://www.godchecker.com/norse-mythology/HULDRA/,Secret long-tailed wood ladies,Huldra
Hymir,Norse mythology,https://www.godchecker.com/norse-mythology/HYMIR/,Giant owner of a giant cooking pot,nan
Hyndla,Norse mythology,https://www.godchecker.com/norse-mythology/HYNDLA/,Vaguely bitchy Goddess,nan
Hyrokkin,Norse mythology,https://www.godchecker.com/norse-mythology/HYRROKKIN/,Giant Ogress of Winter Storms who rides a wolf,Hyrrokkin
Idun,Norse mythology,https://www.godchecker.com/norse-mythology/IDUN/,Golden Apple Goddess of Spring and Eternal Youth,"Idunn, Iduna"
Jafenhar,Norse mythology,https://www.godchecker.com/norse-mythology/JAFNHAR/,A strange sage who is always high,"Jafnhár, Jafnhárr, Jaffnhar, Jafnharr, Jafnhar"
Jarnsaaxa,Norse mythology,https://www.godchecker.com/norse-mythology/JARNSAXA/,Giant girlfriend of Thor,"Járnsaxa, Jarnsaxa"
Jormungand,Norse mythology,https://www.godchecker.com/norse-mythology/JORMUNGAND/,The World Serpent of impending doom,"Jormungandr, Jörmungand, Jörmungandr"
Jotunheim,Norse mythology,https://www.godchecker.com/norse-mythology/JOTUNHEIM/,Land of the Giants,Jötunheimr
Kara,Norse mythology,https://www.godchecker.com/norse-mythology/KARA/,"The Stormy One, a Valkyrie",nan
Kvasir,Norse mythology,https://www.godchecker.com/norse-mythology/KVASIR/,"God of Wisdom, Inspiration and (possibly) Beetroot Juice",nan
Laufey,Norse mythology,https://www.godchecker.com/norse-mythology/LAUFEY/,LOKI's giant mom. She seems sensitive about her weight,nan
Líf,Norse mythology,https://www.godchecker.com/norse-mythology/LIF/,The girl at the end of the world,"Lif, Liv"
Lifthrasir,Norse mythology,https://www.godchecker.com/norse-mythology/LIFTHRASIR/,The boy at the end of the world,Lífthrasir
Lofn,Norse mythology,https://www.godchecker.com/norse-mythology/LOFN/,Popular Goddess of Adultery and Forbidden Love,nan
Loke,Norse mythology,https://www.godchecker.com/norse-mythology/LOKI/,The notoriously naughty Norse Trickster Rascal,"Loki-Laufeyjarson, Lopter, Lokkju, Loki, Lopti"
Magni,Norse mythology,https://www.godchecker.com/norse-mythology/MAGNI/,Young God of Strength and Brute Force,nan
Manheimr,Norse mythology,https://www.godchecker.com/norse-mythology/MIDGARD/,"The realm of mankind, the Norse Middle-earth","Mannheim, Miðgarðr, Midgard"
Mani,Norse mythology,https://www.godchecker.com/norse-mythology/MANI/,Moon God. Every night he exits pursued by a wolf,nan
Mimir,Norse mythology,https://www.godchecker.com/norse-mythology/MIMIR/,Giant Godly Head of Wisdom and Knowledge,nan
Mist,Norse mythology,https://www.godchecker.com/norse-mythology/MIST/,A Cloudy Valkyrie,nan
Mjollner,Norse mythology,https://www.godchecker.com/norse-mythology/MJOLLNIR/,Thor's Famous Thunderous Hammer,"Mjolnir, Mjollnir"
Modgud,Norse mythology,https://www.godchecker.com/norse-mythology/MODGUD/,Bridge Guardian Goddess. She keeps out the trolls,nan
Módi,Norse mythology,https://www.godchecker.com/norse-mythology/MODI/,God of Battle and Going Berserk,"Mothi, Móði, Modi"
Mokerkialfi,Norse mythology,https://www.godchecker.com/norse-mythology/MOKKURKALFI/,A gigantic artificial warrior,"Mokkurkalfi, Mokkurkaflir, Mokkerkalfe, Mökkurkálfi"
Muspelheim,Norse mythology,https://www.godchecker.com/norse-mythology/MUSPELLHEIM/,The land of primordial fire,"Muspell, Muspellsheimr, Muspelheimr, Muspellheim"
Mysterious Three,Norse mythology,https://www.godchecker.com/norse-mythology/MYSTERIOUS-THREE/,Three Strange Sages who answer frequently asked questions,nan
Nanna,Norse mythology,https://www.godchecker.com/norse-mythology/NANNA-2/,Mrs Baldur,nan
Narfi,Norse mythology,https://www.godchecker.com/norse-mythology/NARFI/,Son of Loki who met a grisly end,"Narvi, Nor, Nörfi, Nari, Nörr"
Nehalennia,Norse mythology,https://www.godchecker.com/norse-mythology/NEHALENNIA/,Germanic Goddess of Plenty,nan
Nibelungs,Norse mythology,https://www.godchecker.com/norse-mythology/NIBELUNGS/,Industrious dwarves with treasure-hoarding tendencies,nan
Nidavellir,Norse mythology,https://www.godchecker.com/norse-mythology/SVARTALFHEIM/,The Land of the Dark Elves,"Niðavellir, Svartálfheimr, Svartalfheimr, Svartalfheim"
Nídhögg,Norse mythology,https://www.godchecker.com/norse-mythology/NIDHOGG/,The Worm at the End of the Universe,"Nidhogg, Nidhøg, Nithhogg, Nidhoggr, Níðhöggr"
Niflheim,Norse mythology,https://www.godchecker.com/norse-mythology/NIFLHEIM/,The ancient realm of ice and mist in Norse cosmology,Niflheimr
Nine Worlds,Norse mythology,https://www.godchecker.com/norse-mythology/NINE-WORLDS/,The Nine Realms of Norse cosmology,"Niu-Heimar, Níu-Heimar"
Njoerd,Norse mythology,https://www.godchecker.com/norse-mythology/NJORD/,The original Old Man of the Sea,"Njoror, Njord, Njor, Njörðr, Njorth"
Norns,Norse mythology,https://www.godchecker.com/norse-mythology/NORNS/,Three Goddesses who weave the tangled tapestry of destiny,nan
Nott,Norse mythology,https://www.godchecker.com/norse-mythology/NOTT/,Goddess of Night,nan
Od,Norse mythology,https://www.godchecker.com/norse-mythology/OD/,"Summer Sun God, and a little odd","Ód, Óðr, Odr, Odur"
Oller,Norse mythology,https://www.godchecker.com/norse-mythology/ULL/,Enigmatic but cool God of Winter Sports,"Ullur, Valder, Ullr, Vuldr, Ull, Uller"
Otr,Norse mythology,https://www.godchecker.com/norse-mythology/OTR/,Magician disguised as an otter,Otter-2
Radgrid,Norse mythology,https://www.godchecker.com/norse-mythology/RADGRIDR/,A Valkyrie,"Rádgrídr, Ráðgríðr, Radgridr"
Ran,Norse mythology,https://www.godchecker.com/norse-mythology/RAN/,Mother of the Wave Maidens,nan
Ratatosk,Norse mythology,https://www.godchecker.com/norse-mythology/RATATOSKR/,Scurrilous Messenger Squirrel,Ratatoskr
Regin,Norse mythology,https://www.godchecker.com/norse-mythology/REGIN/,The shape-changing son of Hreidmar,nan
Rig,Norse mythology,https://www.godchecker.com/norse-mythology/RIG/,The secret life of Heimdall amongst the mortals,nan
Rind,Norse mythology,https://www.godchecker.com/norse-mythology/RIND/,Frozen Giantess and unfortunate victim of Odin's advances,Rindr
Róta,Norse mythology,https://www.godchecker.com/norse-mythology/ROTA/,A Valkyrie,"Ruta, Rota"
Såga,Norse mythology,https://www.godchecker.com/norse-mythology/SAGA/,Would you believe she's the Goddess of Sagas?,"Sága, Saga"
Síbilja,Norse mythology,https://www.godchecker.com/norse-mythology/SIBILJA/,Swedish Battle Cow,Sibilja
Siegfried,Norse mythology,https://www.godchecker.com/norse-mythology/SIGURD/,Heroic dragon-slaying character,Sigurd
Sif,Norse mythology,https://www.godchecker.com/norse-mythology/SIF/,Corn Goddess and Mrs Thor,nan
Sigyn,Norse mythology,https://www.godchecker.com/norse-mythology/SIGYN/,Extremely patient long-suffering wife of Loki,nan
Sjofn,Norse mythology,https://www.godchecker.com/norse-mythology/SJOFN/,Goddess of Love and Harmony,nan
Skadi,Norse mythology,https://www.godchecker.com/norse-mythology/SKADI/,Giant Winter Goddess of Skiing,Skaði
Skeggiöld,Norse mythology,https://www.godchecker.com/norse-mythology/SKEGGOLD/,"A Valkyrie, 'Axe Age'","Skeggöld, Skeggjöld"
Skirnir,Norse mythology,https://www.godchecker.com/norse-mythology/SKIRNIR/,Freyr's wonderful manservant,nan
Skogul,Norse mythology,https://www.godchecker.com/norse-mythology/SKOGUL/,A Valkyrie,nan
Skoll,Norse mythology,https://www.godchecker.com/norse-mythology/SKOLL/,"This is the wolf that is forever chasing Sol, the sun",nan
Skuld,Norse mythology,https://www.godchecker.com/norse-mythology/SKULD/,Norn of the Future,nan
Sleipner,Norse mythology,https://www.godchecker.com/norse-mythology/SLEIPNIR/,The Eight-Legged War Horse of Odin,Sleipnir
Snotra,Norse mythology,https://www.godchecker.com/norse-mythology/SNOTRA/,Goddess of Virtue and Self-control,nan
Sökkvabekk,Norse mythology,https://www.godchecker.com/norse-mythology/SOKKVABEKK/,The cool cosy home of Saga and Odin,"Søkkvabekk, Sökkvabekkr, Sokkvabekk"
Sól,Norse mythology,https://www.godchecker.com/norse-mythology/SOL/,Sun Goddess chased by a wolf,Sol
Surt,Norse mythology,https://www.godchecker.com/norse-mythology/SURT/,Fire Giant and Lord of Muspell,Surtr
Suttung,Norse mythology,https://www.godchecker.com/norse-mythology/SUTTUNG/,Giant brother of the Giantess Gunnlod,Suttungr
Swan Maidens,Norse mythology,https://www.godchecker.com/norse-mythology/SWAN-MAIDENS/,Irresistibly lovely swan ladies,nan
Syn,Norse mythology,https://www.godchecker.com/norse-mythology/SYN/,Goddess of Legal Defense,nan
Thialfi,Norse mythology,https://www.godchecker.com/norse-mythology/THIALFI/,THOR's trusty servant. A bit rustic,Thjalfi
Thiassi,Norse mythology,https://www.godchecker.com/norse-mythology/THIASSI/,"One of the Frost Giants, he's the dad of Skadi who could do bird imitations — especially an eagle",nan
Thridi,Norse mythology,https://www.godchecker.com/norse-mythology/THRIDI/,Another strange sage,Þriðji
Thrud,Norse mythology,https://www.godchecker.com/norse-mythology/THRUD/,Daughter of Thor and a Valkyrie who didn't marry a dwarf,nan
Thrudheim,Norse mythology,https://www.godchecker.com/norse-mythology/THRUDHEIM/,'The Place of Might' — an exclusive executive part of Asgard,nan
Týr,Norse mythology,https://www.godchecker.com/norse-mythology/TYR/,Ancient God of War and Odin's left-hand man,Tyr
Urd,Norse mythology,https://www.godchecker.com/norse-mythology/URD/,Norn of Fate,"Urth, Urðr"
Vafthrudnir,Norse mythology,https://www.godchecker.com/norse-mythology/VAFTHRUDNIR/,The wisest of the Frost Giants and a formidable intellectual sparring partner of Odin,"Vafþrúðnir, Vafthruthnir"
Vaganhope,Norse mythology,https://www.godchecker.com/norse-mythology/VAGNHOFDE/,A Giant Giant,"Vagnhofdi, Vagnhofde, Wagnhoftus, Vagnhofᵭi"
Valhalla,Norse mythology,https://www.godchecker.com/norse-mythology/VALHALLA/,Odin's Heavenly Holiday Inn Hotel,nan
Vali,Norse mythology,https://www.godchecker.com/norse-mythology/VALI/,Single-minded demi-God specializing in revenge,nan
Vali (2),Norse mythology,https://www.godchecker.com/norse-mythology/VALI-2/,Demi-God of Killing Loki's Brother and Running Away,nan
Valkyries,Norse mythology,https://www.godchecker.com/norse-mythology/VALKYRIES/,Raving warrior ladies who take the dead back to their place,"Walkyries, Valkyrja"
Vanaheim,Norse mythology,https://www.godchecker.com/norse-mythology/VANAHEIM/,The realm of the Norse Vanir Gods,Vanaheimr
Vanir,Norse mythology,https://www.godchecker.com/norse-mythology/VANIR/,Rough and ready rustic rivals to the Aesir Gods,nan
Ve,Norse mythology,https://www.godchecker.com/norse-mythology/VE/,Primeval Creator God,nan
Verdandi,Norse mythology,https://www.godchecker.com/norse-mythology/VERDANDI/,Norn of Now,nan
Vidar,Norse mythology,https://www.godchecker.com/norse-mythology/VIDAR/,Silent God of Hefty Kicks,"Vithar, Víðarr"
Vili,Norse mythology,https://www.godchecker.com/norse-mythology/VILI/,Primeval Creator God,Ville
Volsung,Norse mythology,https://www.godchecker.com/norse-mythology/VOLSUNG/,Legendary King with an odd parentage,"Vǫlsungr, Völsung"
Yggdrasil,Norse mythology,https://www.godchecker.com/norse-mythology/YGGDRASIL/,The giant ash tree at the Hub of the Universe,Yggdrasill
Ac Yanto,Maya mythology,https://www.godchecker.com/maya-mythology/AC-YANTO/,The God of White Men,nan
Acan,Maya mythology,https://www.godchecker.com/maya-mythology/ACAN/,God of Intoxicating Beverages,Akan
Acante,Maya mythology,https://www.godchecker.com/maya-mythology/ACANTUN/,Minor Earth Gods of Protection and Security,Acantun
Acat,Maya mythology,https://www.godchecker.com/maya-mythology/ACAT/,God of Tattoos and Tattooers,Acat-Cib
Ah Bolom Tzacab,Maya mythology,https://www.godchecker.com/maya-mythology/K-AWIIL/,Long-nosed God of Lightning and Fire by Royal Appointment,"God K, Ah Bolon Tz'aka, Bolon Dz'acab, Gii, K'awiil, Kauil, Bolon Dzacab, Ah Bolon Dz'acab, K'awi"
Ah Ciliz,Maya mythology,https://www.godchecker.com/maya-mythology/AH-CILIZ/,Slightly odd God of Eclipses,nan
Ah Cizin,Maya mythology,https://www.godchecker.com/maya-mythology/AH-PUCH/,Hellish Death God of the Maya Underworld,"Yum Kimil, Eopuco, Kisin, God A, Yum Cimil, Ah Pucu, Cumhau, Pukuh, Ah Puch, Cizin, Ah Kisin, Ah Pukuh, Hunhau"
Ah Cuxtal,Maya mythology,https://www.godchecker.com/maya-mythology/AH-CUXTAL/,Maya God of Childbirth,nan
Ah Hulneb,Maya mythology,https://www.godchecker.com/maya-mythology/AH-HULNEB/,Local God of Spear-thrusting,nan
Ah Kin,Maya mythology,https://www.godchecker.com/maya-mythology/KINICH-AHAU/,The Sunface Fire Macaw,"Kinich-Ahaw, Kinich-Ajaw-Pakal, Ahau-Kin, God-G, Giii, Kinich Ahau, Kinich-Kakmo, Ah-Kinchil"
Ah Muzencab,Maya mythology,https://www.godchecker.com/maya-mythology/AH-MUZENCAB/,God of Bees and Honey,"Ah-Muzen-Cab, Ah-Mucen-Cab"
Ah Pekku,Maya mythology,https://www.godchecker.com/maya-mythology/AH-PEKU/,God of Thunder,Ah Peku
Ah Tzul,Maya mythology,https://www.godchecker.com/maya-mythology/GOD-Z/,Scorpion-tailed Mystery God,"God Z, Z"
Ah Uuk Yol Yol Zip,Maya mythology,https://www.godchecker.com/maya-mythology/ZIP/,He specializes in Deer Hunting,"Zip, Ek Zip, Zuhuy Zip, God Y"
Ah-Chicum-Ek,Maya mythology,https://www.godchecker.com/maya-mythology/XAMAN-EK/,God of the North with a black monkey head,"Xaman Ek, God-C, Ah-Chicumek, Xamen-Ek, Kuh, Chuen"
Ah-Hoya,Maya mythology,https://www.godchecker.com/maya-mythology/CHAC/,"Top Maya God of Agriculture, Fertility, Rain and Lightning","Chac, Chac-Mol, Chaac, Chak, God-B, Chaak, Cocijo, Ah-Tzenul"
Akbal,Maya mythology,https://www.godchecker.com/maya-mythology/KAM/,Emergency Death God,"Uacmitun Ahau, Kam, Akbul, Uac Mitun Ahau, God A'"
Alaghom,Maya mythology,https://www.godchecker.com/maya-mythology/ALAGHOM/,Mother Goddess of Mind and Thought,"Alaghom Naom, Alaghom Nuam, Iztat Ix"
Alphabet Gods,Maya mythology,https://www.godchecker.com/maya-mythology/ALPHABET-GODS/,Godly ID card system for Maya deities,Letter Gods
Bacab,Maya mythology,https://www.godchecker.com/maya-mythology/BACABS/,Four Gods of Holding Up The Sky,"Becabs, Bacabs, Chaob"
Backlum-Chaam,Maya mythology,https://www.godchecker.com/maya-mythology/BAKLUM-CHAAM/,God of Male Sexuality and Masculine Horniness,Baklum Chaam
Bahlam,Maya mythology,https://www.godchecker.com/maya-mythology/BALAM/,Jaguar Spirits of Security and Night Protection,Balam
Balanque,Maya mythology,https://www.godchecker.com/maya-mythology/XBALANQUE/,Moon God and celebrity ball game hero,"Ixbalanque, Xbalanque, Ix-Balanque, Yax-Balam, Ix-Balangue, God-Ch"
Big Eye,Maya mythology,https://www.godchecker.com/maya-mythology/NOHOCH-ICH/,Space God of Military Prognostications,"Noh Ek, Nohoch Ek, Nohoch Ich"
